ZONA_ORIGEN,ZONA_DESTINO,DIA_SEMANA,SEMANA,VOLUMEN
28,10,5,11,11
28,10,5,12,15
28,10,5,13,12
28,10,5,14,11
28,10,5,15,7
28,10,5,16,14
28,10,5,17,13
28,10,5,18,19
28,10,5,19,12
28,10,5,20,8
28,10,5,21,6
28,10,5,22,10
28,10,5,23,11
28,10,5,24,17
28,10,5,25,15
28,10,5,26,13
28,10,5,27,22
28,10,5,28,14
28,10,5,29,10
28,10,5,30,14
28,10,5,31,10
28,10,5,32,14
28,10,5,33,15
28,10,5,34,15
28,10,5,35,14
28,10,5,36,17
28,10,5,37,19
28,10,5,38,12
28,10,5,39,17
28,10,5,40,17
28,10,5,41,14
28,10,5,42,21
28,10,5,43,15
28,10,5,44,11
28,10,5,45,8
28,10,5,46,14
28,10,5,47,14
28,10,5,48,13
28,10,5,49,10
28,10,5,50,10
28,10,5,51,15
28,10,5,52,19
28,10,4,1,19
28,10,4,2,14
28,10,4,3,18
28,10,4,4,14
28,10,4,5,19
28,10,4,6,18
28,10,4,7,20
28,10,4,8,29
28,10,4,9,18
28,10,4,10,20
28,10,4,11,22
28,10,4,12,22
28,10,4,13,21
28,10,4,14,18
28,10,4,15,26
28,10,4,16,17
28,10,4,17,18
28,10,4,18,22
28,10,4,19,28
28,10,4,20,27
28,10,4,21,21
28,10,4,22,18
28,10,4,23,24
28,10,4,24,21
28,10,4,25,25
28,10,4,26,25
28,10,4,27,29
28,10,4,28,19
28,10,4,29,26
28,10,4,30,22
28,10,4,31,22
28,10,4,32,21
28,10,4,33,19
28,10,4,34,18
28,10,4,35,23
28,10,4,36,20
28,10,4,37,20
28,10,4,38,23
28,10,4,39,28
28,10,4,40,25
28,10,4,41,19
28,10,4,42,28
28,10,4,43,28
28,10,4,44,24
28,10,4,45,16
28,10,4,46,23
28,10,4,47,15
28,10,4,48,25
28,10,4,49,13
28,10,4,50,22
28,10,4,51,18
28,10,4,52,16
28,12,6,1,4
28,12,6,3,2
28,12,6,4,2
28,12,6,5,3
28,12,6,6,9
28,12,6,7,7
28,12,6,8,5
28,12,6,9,1
28,12,6,10,6
28,12,6,11,1
28,12,6,12,3
28,12,6,13,1
28,12,6,14,5
28,12,6,15,2
28,12,6,17,4
28,12,6,18,13
28,12,6,19,1
28,12,6,20,3
28,12,6,21,8
28,12,6,22,1
28,12,6,23,3
28,12,6,24,7
28,12,6,25,4
28,12,6,27,6
28,12,6,28,8
28,12,6,29,5
28,12,6,30,5
28,12,6,31,8
28,12,6,32,10
28,12,6,33,6
28,12,6,34,2
28,12,6,35,6
28,12,6,36,6
28,12,6,37,15
28,12,6,38,7
28,12,6,39,7
28,12,6,40,3
28,12,6,41,9
28,12,6,42,9
28,12,6,43,3
28,12,6,44,13
28,12,6,45,2
28,12,6,46,5
28,12,6,47,2
28,12,6,48,1
28,12,6,49,5
28,12,6,50,1
28,12,6,51,1
28,12,6,52,5
28,12,3,13,3
28,12,3,16,4
28,12,3,22,5
28,12,3,25,5
28,12,3,33,3
28,12,3,41,3
28,12,3,44,5
28,12,3,49,1
28,12,0,1,1
28,12,0,17,5
28,12,0,18,2
28,12,0,52,2
28,12,1,1,2
28,12,1,18,10
28,12,1,33,5
28,12,1,52,3
28,12,2,13,2
28,12,2,16,1
28,12,2,18,2
28,12,2,22,3
28,12,2,33,8
28,12,2,44,2
28,12,2,49,1
28,12,5,1,7
28,12,5,4,1
28,12,5,8,2
28,12,5,9,2
28,12,5,10,1
28,12,5,11,2
28,12,5,12,1
28,12,5,15,2
28,12,5,17,1
28,12,5,18,1
28,12,5,19,1
28,12,5,21,3
28,12,5,22,1
28,12,5,24,1
28,12,5,25,2
28,12,5,26,2
28,12,5,27,1
28,12,5,28,2
28,12,5,29,5
28,12,5,30,4
28,12,5,31,2
28,12,5,32,4
28,12,5,33,6
28,12,5,34,5
28,12,5,35,4
28,12,5,36,1
28,12,5,37,1
28,12,5,38,2
28,12,5,41,1
28,12,5,42,2
28,12,5,45,1
28,12,5,49,1
28,12,5,50,2
28,12,5,51,3
28,12,4,1,4
28,12,4,2,3
28,12,4,3,4
28,12,4,4,5
28,12,4,5,2
28,12,4,6,6
28,12,4,7,6
28,12,4,8,5
28,12,4,9,4
28,12,4,10,4
28,12,4,11,12
28,12,4,12,1
28,12,4,13,5
28,12,4,14,3
28,12,4,15,7
28,12,4,16,3
28,12,4,17,7
28,12,4,18,3
28,12,4,19,6
28,12,4,20,4
28,12,4,21,5
28,12,4,22,8
28,12,4,23,6
28,12,4,24,8
28,12,4,25,8
28,12,4,26,9
28,12,4,27,9
28,12,4,28,15
28,12,4,29,11
28,12,4,30,9
28,12,4,31,12
28,12,4,32,16
28,12,4,33,10
28,12,4,34,8
28,12,4,35,8
28,12,4,36,3
28,12,4,37,5
28,12,4,38,9
28,12,4,39,3
28,12,4,40,6
28,12,4,41,7
28,12,4,42,4
28,12,4,43,5
28,12,4,44,2
28,12,4,45,6
28,12,4,46,4
28,12,4,47,6
28,12,4,48,4
28,12,4,49,1
28,12,4,50,1
28,12,4,51,4
28,12,4,52,2
28,14,4,48,1
28,15,6,18,1
28,15,1,49,1
28,15,4,31,1
28,15,4,37,1
28,16,6,1,1
28,16,6,3,1
28,16,6,8,1
28,16,6,17,1
28,16,6,19,1
28,16,6,22,1
28,16,6,23,1
28,16,6,24,1
28,16,6,25,1
28,16,6,27,1
28,16,6,29,1
28,16,6,30,1
28,16,6,31,1
28,16,6,35,2
28,16,6,37,2
28,16,6,38,1
28,16,6,40,1
28,16,6,42,2
28,16,6,43,1
28,16,6,44,1
28,16,6,46,1
28,16,6,48,1
28,16,6,49,2
28,16,6,52,1
28,16,3,16,1
28,16,1,1,1
28,16,2,13,1
28,16,2,33,1
28,16,2,49,1
28,16,5,35,1
28,16,5,40,1
28,16,5,51,1
28,16,5,52,1
28,16,4,1,1
28,16,4,2,1
28,16,4,7,1
28,16,4,12,1
28,16,4,13,1
28,16,4,14,1
28,16,4,15,1
28,16,4,16,2
28,16,4,17,2
28,16,4,19,1
28,16,4,21,2
28,16,4,23,1
28,16,4,25,1
28,16,4,26,1
28,16,4,27,1
28,16,4,29,1
28,16,4,30,1
28,16,4,36,1
28,16,4,38,1
28,16,4,39,1
28,16,4,41,1
28,16,4,44,1
28,16,4,47,1
28,16,4,48,1
28,17,5,36,1
28,18,6,18,1
28,18,6,20,1
28,18,6,39,2
28,19,6,2,1
28,19,6,10,1
28,19,6,35,1
28,19,6,41,1
28,19,3,16,1
28,19,3,41,1
28,19,2,33,1
28,19,2,44,1
28,20,5,32,1
28,20,4,15,1
28,20,4,34,1
28,20,4,48,1
28,21,6,1,7
28,21,6,2,5
28,21,6,3,4
28,21,6,4,6
28,21,6,5,8
28,21,6,6,12
28,21,6,7,8
28,21,6,8,6
28,21,6,9,9
28,21,6,10,8
28,21,6,11,3
28,21,6,12,6
28,21,6,13,4
28,21,6,14,6
28,21,6,15,5
28,21,6,16,8
28,21,6,17,7
28,21,6,18,8
28,21,6,19,8
28,21,6,20,5
28,21,6,21,5
28,21,6,22,7
28,21,6,23,5
28,21,6,24,6
28,21,6,25,2
28,21,6,26,6
28,21,6,27,5
28,21,6,28,6
28,21,6,29,6
28,21,6,30,6
28,21,6,31,4
28,21,6,32,5
28,21,6,33,5
28,21,6,34,5
28,21,6,35,7
28,21,6,36,9
28,21,6,37,5
28,21,6,38,6
28,21,6,39,6
28,21,6,40,7
28,21,6,41,12
28,21,6,42,5
28,21,6,43,6
28,21,6,44,8
28,21,6,45,9
28,21,6,46,6
28,21,6,47,10
28,21,6,48,6
28,21,6,49,9
28,21,6,50,5
28,21,6,51,3
28,21,6,52,4
28,21,3,13,3
28,21,3,16,4
28,21,3,22,4
28,21,3,25,3
28,21,3,33,2
28,21,3,41,5
28,21,3,44,6
28,21,3,49,4
28,21,0,1,6
28,21,0,17,3
28,21,0,18,2
28,21,0,52,6
28,21,1,1,7
28,21,1,18,6
28,21,1,33,1
28,21,1,49,2
28,21,1,52,5
28,21,2,13,2
28,21,2,16,3
28,21,2,18,3
28,21,2,22,4
28,21,2,25,3
28,21,2,33,4
28,21,2,44,5
28,21,2,49,3
28,21,5,1,3
28,21,5,2,2
28,21,5,3,2
28,21,5,4,2
28,21,5,5,3
28,21,5,6,2
28,21,5,7,2
28,21,5,8,3
28,21,5,9,3
28,21,5,10,2
28,21,5,11,4
28,21,5,12,3
28,21,5,13,2
28,21,5,14,2
28,21,5,15,5
28,21,5,16,4
28,21,5,17,4
28,21,5,18,3
28,21,5,19,3
28,21,5,20,3
28,21,5,21,3
28,21,5,22,2
28,21,5,23,3
28,21,5,24,3
28,21,5,25,3
28,21,5,26,4
28,21,5,27,4
28,21,5,28,3
28,21,5,29,4
28,21,5,30,2
28,21,5,31,2
28,21,5,32,2
28,21,5,33,2
28,21,5,34,2
28,21,5,35,5
28,21,5,36,2
28,21,5,37,3
28,21,5,38,3
28,21,5,39,3
28,21,5,40,3
28,21,5,41,3
28,21,5,42,1
28,21,5,43,4
28,21,5,44,3
28,21,5,45,3
28,21,5,46,2
28,21,5,47,1
28,21,5,48,1
28,21,5,49,1
28,21,5,50,2
28,21,5,51,4
28,21,5,52,3
28,21,4,1,5
28,21,4,2,3
28,21,4,3,4
28,21,4,4,4
28,21,4,5,3
28,21,4,6,3
28,21,4,7,4
28,21,4,8,5
28,21,4,9,6
28,21,4,10,4
28,21,4,11,8
28,21,4,12,5
28,21,4,13,3
28,21,4,14,7
28,21,4,15,5
28,21,4,16,7
28,21,4,17,8
28,21,4,18,6
28,21,4,19,4
28,21,4,20,8
28,21,4,21,4
28,21,4,22,5
28,21,4,23,6
28,21,4,24,6
28,21,4,25,6
28,21,4,26,8
28,21,4,27,5
28,21,4,28,5
28,21,4,29,5
28,21,4,30,4
28,21,4,31,2
28,21,4,32,5
28,21,4,33,4
28,21,4,34,3
28,21,4,35,5
28,21,4,36,7
28,21,4,37,9
28,21,4,38,8
28,21,4,39,5
28,21,4,40,6
28,21,4,41,5
28,21,4,42,5
28,21,4,43,7
28,21,4,44,4
28,21,4,45,5
28,21,4,46,3
28,21,4,47,9
28,21,4,48,3
28,21,4,49,2
28,21,4,50,4
28,21,4,51,4
28,21,4,52,4
28,22,6,1,5
28,22,6,2,3
28,22,6,3,4
28,22,6,4,2
28,22,6,5,3
28,22,6,6,3
28,22,6,7,3
28,22,6,8,5
28,22,6,9,4
28,22,6,10,5
28,22,6,12,2
28,22,6,13,2
28,22,6,14,3
28,22,6,15,1
28,22,6,16,2
28,22,6,17,2
28,22,6,18,6
28,22,6,19,3
28,22,6,20,6
28,22,6,21,4
28,22,6,22,1
28,22,6,23,4
28,22,6,24,3
28,22,6,25,5
28,22,6,26,3
28,22,6,27,2
28,22,6,28,5
28,22,6,29,3
28,22,6,30,3
28,22,6,31,2
28,22,6,32,3
28,22,6,34,3
28,22,6,35,3
28,22,6,36,4
28,22,6,37,5
28,22,6,38,4
28,22,6,39,6
28,22,6,40,4
28,22,6,41,2
28,22,6,42,4
28,22,6,43,1
28,22,6,44,4
28,22,6,45,4
28,22,6,46,6
28,22,6,47,3
28,22,6,48,5
28,22,6,49,5
28,22,6,50,3
28,22,6,51,1
28,22,6,52,1
28,22,3,16,2
28,22,3,22,4
28,22,3,25,1
28,22,3,33,1
28,22,3,44,1
28,22,3,49,2
28,22,0,1,3
28,22,0,17,1
28,22,0,52,1
28,22,1,18,6
28,22,1,49,1
28,22,1,52,2
28,22,2,13,1
28,22,2,16,4
28,22,2,18,2
28,22,2,22,3
28,22,2,33,9
28,22,2,44,3
28,22,2,49,1
28,22,5,2,1
28,22,5,4,1
28,22,5,7,1
28,22,5,9,1
28,22,5,10,2
28,22,5,13,1
28,22,5,14,2
28,22,5,15,1
28,22,5,16,2
28,22,5,17,3
28,22,5,18,1
28,22,5,19,1
28,22,5,20,2
28,22,5,21,3
28,22,5,22,1
28,22,5,23,1
28,22,5,24,3
28,22,5,25,3
28,22,5,26,2
28,22,5,27,1
28,22,5,28,3
28,22,5,29,4
28,22,5,30,1
28,22,5,31,4
28,22,5,32,3
28,22,5,34,1
28,22,5,35,2
28,22,5,36,4
28,22,5,37,2
28,22,5,39,1
28,22,5,40,1
28,22,5,41,2
28,22,5,42,1
28,22,5,43,1
28,22,5,44,1
28,22,5,48,1
28,22,5,49,1
28,22,5,50,1
28,22,5,51,3
28,22,5,52,1
28,22,4,2,4
28,22,4,3,2
28,22,4,4,3
28,22,4,6,2
28,22,4,8,3
28,22,4,9,1
28,22,4,10,5
28,22,4,11,1
28,22,4,12,2
28,22,4,13,1
28,22,4,14,2
28,22,4,16,2
28,22,4,17,1
28,22,4,19,2
28,22,4,20,3
28,22,4,21,2
28,22,4,22,3
28,22,4,23,5
28,22,4,24,1
28,22,4,25,11
28,22,4,26,4
28,22,4,27,6
28,22,4,28,4
28,22,4,29,5
28,22,4,30,8
28,22,4,31,5
28,22,4,32,9
28,22,4,33,5
28,22,4,34,7
28,22,4,35,5
28,22,4,36,3
28,22,4,37,3
28,22,4,38,1
28,22,4,39,1
28,22,4,40,3
28,22,4,41,1
28,22,4,42,2
28,22,4,43,3
28,22,4,44,1
28,22,4,45,1
28,22,4,46,3
28,22,4,47,3
28,22,4,48,2
28,22,4,49,1
28,22,4,50,2
28,22,4,51,1
28,22,4,52,1
28,23,6,3,1
28,23,6,8,1
28,23,6,39,1
28,23,6,42,1
28,25,6,14,2
28,25,6,18,1
28,25,6,23,1
28,25,6,28,1
28,25,6,30,1
28,25,6,32,1
28,25,6,33,1
28,25,6,35,1
28,25,6,38,1
28,25,6,42,1
28,25,6,44,1
28,25,6,49,1
28,25,1,18,2
28,25,4,9,1
28,25,4,11,1
28,25,4,15,1
28,25,4,17,1
28,25,4,19,1
28,25,4,24,1
28,25,4,25,2
28,25,4,32,1
28,25,4,35,1
28,25,4,50,1
28,25,4,52,2
28,26,6,44,1
28,26,5,18,1
28,27,6,1,10
28,27,6,2,5
28,27,6,3,7
28,27,6,4,4
28,27,6,5,5
28,27,6,6,6
28,27,6,7,9
28,27,6,8,5
28,27,6,9,8
28,27,6,10,6
28,27,6,11,8
28,27,6,12,5
28,27,6,13,10
28,27,6,14,2
28,27,6,15,5
28,27,6,16,12
28,27,6,17,6
28,27,6,18,11
28,27,6,19,7
28,27,6,20,6
28,27,6,21,7
28,27,6,22,7
28,27,6,23,6
28,27,6,24,3
28,27,6,25,6
28,27,6,26,9
28,27,6,27,7
28,27,6,28,8
28,27,6,29,6
28,27,6,30,8
28,27,6,31,5
28,27,6,32,4
28,27,6,33,10
28,27,6,34,4
28,27,6,35,15
28,27,6,36,8
28,27,6,37,11
28,27,6,38,7
28,27,6,39,8
28,27,6,40,10
28,27,6,41,11
28,27,6,42,8
28,27,6,43,8
28,27,6,44,16
28,27,6,45,6
28,27,6,46,9
28,27,6,47,8
28,27,6,48,6
28,27,6,49,16
28,27,6,50,3
28,27,6,51,6
28,27,6,52,4
28,27,3,13,5
28,27,3,16,5
28,27,3,22,7
28,27,3,25,1
28,27,3,33,9
28,27,3,41,11
28,27,3,44,14
28,27,3,49,7
28,27,0,1,4
28,27,0,17,2
28,27,0,18,2
28,27,0,52,7
28,27,1,1,4
28,27,1,18,15
28,27,1,33,3
28,27,1,49,5
28,27,1,52,2
28,27,2,13,7
28,27,2,16,8
28,27,2,18,6
28,27,2,22,3
28,27,2,25,2
28,27,2,33,10
28,27,2,44,9
28,27,2,49,11
28,27,5,1,1
28,27,5,2,3
28,27,5,4,2
28,27,5,5,2
28,27,5,6,1
28,27,5,7,1
28,27,5,8,3
28,27,5,9,6
28,27,5,10,1
28,27,5,11,1
28,27,5,12,4
28,27,5,13,2
28,27,5,14,3
28,27,5,15,4
28,27,5,16,3
28,27,5,17,2
28,27,5,18,1
28,27,5,19,4
28,27,5,20,3
28,27,5,21,5
28,27,5,22,1
28,27,5,23,6
28,27,5,24,2
28,27,5,25,4
28,27,5,26,2
28,27,5,27,2
28,27,5,28,1
28,27,5,29,6
28,27,5,30,6
28,27,5,31,8
28,27,5,32,8
28,27,5,33,3
28,27,5,34,2
28,27,5,35,1
28,27,5,36,4
28,27,5,37,3
28,27,5,38,3
28,27,5,39,1
28,27,5,40,2
28,27,5,41,2
28,27,5,42,2
28,27,5,43,3
28,27,5,45,1
28,27,5,46,3
28,27,5,47,2
28,27,5,48,3
28,27,5,50,2
28,27,5,51,9
28,27,5,52,6
28,27,4,1,7
28,27,4,2,10
28,27,4,3,8
28,27,4,4,8
28,27,4,5,7
28,27,4,6,10
28,27,4,7,7
28,27,4,8,6
28,27,4,9,7
28,27,4,10,5
28,27,4,11,8
28,27,4,12,11
28,27,4,13,9
28,27,4,14,7
28,27,4,15,12
28,27,4,16,6
28,27,4,17,10
28,27,4,18,10
28,27,4,19,11
28,27,4,20,10
28,27,4,21,16
28,27,4,22,9
28,27,4,23,7
28,27,4,24,10
28,27,4,25,9
28,27,4,26,10
28,27,4,27,10
28,27,4,28,8
28,27,4,29,9
28,27,4,30,12
28,27,4,31,12
28,27,4,32,10
28,27,4,33,8
28,27,4,34,9
28,27,4,35,8
28,27,4,36,8
28,27,4,37,10
28,27,4,38,8
28,27,4,39,14
28,27,4,40,16
28,27,4,41,11
28,27,4,42,7
28,27,4,43,10
28,27,4,44,11
28,27,4,45,6
28,27,4,46,10
28,27,4,47,10
28,27,4,48,8
28,27,4,49,6
28,27,4,50,6
28,27,4,51,10
28,27,4,52,11
28,28,6,1,20
28,28,6,2,13
28,28,6,3,16
28,28,6,4,22
28,28,6,5,20
28,28,6,6,22
28,28,6,7,25
28,28,6,8,19
28,28,6,9,27
28,28,6,10,16
28,28,6,11,15
28,28,6,12,23
28,28,6,13,24
28,28,6,14,20
28,28,6,15,20
28,28,6,16,23
28,28,6,17,20
28,28,6,18,30
28,28,6,19,20
28,28,6,20,19
28,28,6,21,19
28,28,6,22,21
28,28,6,23,16
28,28,6,24,19
28,28,6,25,16
28,28,6,26,15
28,28,6,27,15
28,28,6,28,17
28,28,6,29,18
28,28,6,30,16
28,28,6,31,14
28,28,6,32,15
28,28,6,33,12
28,28,6,34,12
28,28,6,35,15
28,28,6,36,27
28,28,6,37,32
28,28,6,38,24
28,28,6,39,20
28,28,6,40,21
28,28,6,41,25
28,28,6,42,21
28,28,6,43,19
28,28,6,44,26
28,28,6,45,24
28,28,6,46,26
28,28,6,47,26
28,28,6,48,16
28,28,6,49,31
28,28,6,50,17
28,28,6,51,7
28,28,6,52,9
28,28,3,13,8
28,28,3,16,9
28,28,3,22,12
28,28,3,25,10
28,28,3,33,12
28,28,3,41,15
28,28,3,44,21
28,28,3,49,11
28,28,0,1,9
28,28,0,17,13
28,28,0,18,9
28,28,0,52,15
28,28,1,1,10
28,28,1,18,21
28,28,1,33,4
28,28,1,49,6
28,28,1,52,6
28,28,2,13,14
28,28,2,16,11
28,28,2,18,7
28,28,2,22,9
28,28,2,25,5
28,28,2,33,15
28,28,2,44,13
28,28,2,49,15
28,28,5,1,7
28,28,5,2,10
28,28,5,3,5
28,28,5,4,7
28,28,5,5,9
28,28,5,6,5
28,28,5,7,5
28,28,5,8,8
28,28,5,9,11
28,28,5,10,5
28,28,5,11,6
28,28,5,12,5
28,28,5,13,5
28,28,5,14,9
28,28,5,15,9
28,28,5,16,3
28,28,5,17,7
28,28,5,18,8
28,28,5,19,8
28,28,5,20,9
28,28,5,21,5
28,28,5,22,5
28,28,5,23,7
28,28,5,24,6
28,28,5,25,10
28,28,5,26,8
28,28,5,27,7
28,28,5,28,14
28,28,5,29,14
28,28,5,30,8
28,28,5,31,6
28,28,5,32,11
28,28,5,33,11
28,28,5,34,11
28,28,5,35,10
28,28,5,36,4
28,28,5,37,9
28,28,5,38,10
28,28,5,39,10
28,28,5,40,11
28,28,5,41,9
28,28,5,42,7
28,28,5,43,8
28,28,5,44,4
28,28,5,45,9
28,28,5,46,4
28,28,5,47,7
28,28,5,48,2
28,28,5,49,5
28,28,5,50,6
28,28,5,51,13
28,28,5,52,10
28,28,4,1,12
28,28,4,2,12
28,28,4,3,17
28,28,4,4,17
28,28,4,5,18
28,28,4,6,15
28,28,4,7,12
28,28,4,8,17
28,28,4,9,21
28,28,4,10,17
28,28,4,11,17
28,28,4,12,18
28,28,4,13,17
28,28,4,14,20
28,28,4,15,18
28,28,4,16,13
28,28,4,17,18
28,28,4,18,17
28,28,4,19,22
28,28,4,20,15
28,28,4,21,18
28,28,4,22,13
28,28,4,23,22
28,28,4,24,17
28,28,4,25,21
28,28,4,26,19
28,28,4,27,21
28,28,4,28,21
28,28,4,29,24
28,28,4,30,23
28,28,4,31,19
28,28,4,32,25
28,28,4,33,20
28,28,4,34,17
28,28,4,35,12
28,28,4,36,25
28,28,4,37,15
28,28,4,38,23
28,28,4,39,28
28,28,4,40,23
28,28,4,41,24
28,28,4,42,15
28,28,4,43,20
28,28,4,44,12
28,28,4,45,16
28,28,4,46,19
28,28,4,47,15
28,28,4,48,19
28,28,4,49,6
28,28,4,50,10
28,28,4,51,19
28,28,4,52,9
